time,type,traffic_flow
140.8,TCP,1058256
140.9,TCP,846216
141.0,TCP,865860
141.1,TCP,1006696
141.2,TCP,633010
141.3,TCP,7712
141.4,TCP,658127
141.5,TCP,1075218
141.6,TCP,415580
141.7,TCP,18618
141.8,TCP,488444
141.9,TCP,1099488
142.0,TCP,1122506
142.1,TCP,943288
142.2,TCP,1103444
142.3,TCP,1384461
142.4,TCP,985836
142.5,TCP,611524
142.5,UDP,168
142.6,TCP,10890
142.7,TCP,4061
142.8,TCP,5351
142.8,UDP,82
142.9,TCP,21355
142.9,UDP,308
143.0,TCP,80294
143.1,TCP,9980
143.2,TCP,491076
143.3,TCP,940325
143.4,TCP,870582
143.5,TCP,283505
143.6,TCP,3365
143.7,TCP,5261
143.8,TCP,8773
143.9,TCP,68825
144.0,TCP,106990
144.1,TCP,540333
144.2,TCP,627789
144.3,TCP,667808
144.4,TCP,768609
144.4,UDP,77
144.5,TCP,734518
144.5,UDP,365
144.6,TCP,729122
144.7,TCP,860158
144.8,TCP,468212
144.9,TCP,7240
145.0,TCP,6101
145.1,TCP,3755
145.2,TCP,36739
145.3,TCP,61070
145.4,TCP,1939
145.5,TCP,2326
145.6,TCP,2037
145.7,TCP,3335
145.8,TCP,282392
145.9,TCP,723432
146.0,TCP,674313
146.1,TCP,728421
146.2,TCP,649229
146.3,TCP,385873
146.4,TCP,7304
146.5,TCP,6737
146.6,TCP,6813
146.7,TCP,95379
146.8,TCP,31272
146.9,TCP,613693
147.0,TCP,850364
147.1,TCP,909447
147.2,TCP,683881
147.3,TCP,863399
147.4,TCP,312334
147.5,TCP,655759
147.6,TCP,842773
147.7,TCP,865708
147.8,TCP,808726
147.9,TCP,719672
148.0,TCP,6731
148.1,TCP,2506
148.2,TCP,5840
148.3,TCP,9589
148.4,TCP,45234
148.5,TCP,185993
148.6,TCP,2218
148.7,TCP,3289
148.8,TCP,6364
148.9,TCP,1933
149.0,TCP,3485
149.1,TCP,1921
149.2,TCP,2464
149.3,TCP,3391
149.4,TCP,1766
149.5,TCP,1937
149.6,TCP,2717
149.7,TCP,2348
149.8,TCP,3389
149.9,TCP,63094
150.0,TCP,608251
150.1,TCP,942721
150.2,TCP,855857
150.3,TCP,802346
150.4,TCP,850551
150.5,TCP,731707
